1,1.62949,25.2294,0.018211,26.8771
1,1.57688,25.3627,0.0183813,26.958
1,1.61837,26.0702,0.0197927,27.7084
2,1.60864,13.9969,0.0131912,15.6187
2,1.74574,15.4248,0.0146795,17.1852
2,1.7108,15.0814,0.0136675,16.8058
4,1.6241,7.57243,0.0109807,9.20751
4,1.67817,7.85654,0.0114578,9.54617
4,1.67679,7.81392,0.011557,9.50227
