1,1.1827,51.9295,0.031004,53.1432
1,1.16487,53.4686,0.0310805,54.6646
1,1.16376,51.4565,0.0310337,52.6512
2,1.30696,27.5587,0.169182,29.0348
2,1.30225,27.7085,0.158999,29.1698
2,1.31272,27.4243,0.16786,28.9049
4,1.33152,14.2947,0.160236,15.7865
4,1.32545,14.2123,0.161904,15.6996
4,1.30741,14.3261,0.172918,15.8064
